"","lon","lat","HUNDRED_BLOCK","count","address"
"2029",-122.698328,49.126231,"18900 68TH AVE",20,"18900 68TH AVE Surrey"
"2030",-122.698379,49.1311204,"18900 70B AVE",20,"18900 70B AVE Surrey"
"2031",-122.698403,49.129948,"18900 70TH AVE",20,"18900 70TH AVE Surrey"
"2032",-122.6956019,49.176818,"19000 96TH AVE",20,"19000 96TH AVE Surrey"
"2033",-122.6907193,49.130039,"19200 70TH AVE",20,"19200 70TH AVE Surrey"
"2034",-122.6905698,49.1628275,"192ND ST / 88TH AVE",20,"192ND ST / 88TH AVE Surrey"
"2035",-122.6909922,49.0926489,"192ND ST / COLEBROOK RD",20,"192ND ST / COLEBROOK RD Surrey"
"2036",-122.8795614,49.0428727,"2200 HARBOURGREENE DR",20,"2200 HARBOURGREENE DR Surrey"
"2037",-122.798169,49.043779,"2300 153RD ST",20,"2300 153RD ST Surrey"
"2038",-122.7123108,49.1000258,"5200 184TH ST",20,"5200 184TH ST Surrey"
"2039",-122.8177455,49.0937764,"5200 KING GEORGE BLVD",20,"5200 KING GEORGE BLVD Surrey"
"2040",-122.7344589,49.1009091,"5400 176TH ST",20,"5400 176TH ST Surrey"
"2041",-122.8011502,49.1016945,"54A AVE / 152ND ST",20,"54A AVE / 152ND ST Surrey"
"2042",-122.7300085,49.1045848,"5600 177B ST",20,"5600 177B ST Surrey"
"2043",-122.6961286,49.1054772,"5600 SUNRISE CRES W",20,"5600 SUNRISE CRES W Surrey"
"2044",-122.812312,49.1044272,"56TH AVE / 148TH ST",20,"56TH AVE / 148TH ST Surrey"
"2045",-122.7791262,49.1044216,"56TH AVE / 160TH ST",20,"56TH AVE / 160TH ST Surrey"
"2046",-122.8837639,49.1084869,"5800 122ND ST",20,"5800 122ND ST Surrey"
"2047",-122.7182883,49.1095287,"5900 182ND ST",20,"5900 182ND ST Surrey"
"2048",-122.7358486,49.1137215,"6100 175B ST",20,"6100 175B ST Surrey"
"2049",-122.7235101,49.1133342,"6100 180TH ST",20,"6100 180TH ST Surrey"
"2050",-122.7214727,49.1152685,"6200 180A ST",20,"6200 180A ST Surrey"
"2051",-122.8398601,49.1190158,"6400 138TH ST",20,"6400 138TH ST Surrey"
"2052",-122.8901887,49.1288398,"6900 120TH ST",20,"6900 120TH ST Surrey"
"2053",-122.8220216,49.1367032,"6900 144A ST",20,"6900 144A ST Surrey"
"2054",-122.8618984,49.1300041,"7000 130TH ST",20,"7000 130TH ST Surrey"
"2055",-122.680433,49.1321522,"7100 195A ST",20,"7100 195A ST Surrey"
"2056",-122.8202637,49.1356161,"7300 145TH ST",20,"7300 145TH ST Surrey"
"2057",-122.8649177,49.1393245,"7500 SINCLAIR CRES",20,"7500 SINCLAIR CRES Surrey"
"2058",-122.8201859,49.1390359,"7500 WILTSHIRE DR",20,"7500 WILTSHIRE DR Surrey"
"2059",-122.833294,49.140917,"7600 140A ST",20,"7600 140A ST Surrey"
"2060",-122.8704685,49.1427807,"7700 127TH ST",20,"7700 127TH ST Surrey"
"2061",-122.8801336,49.1451367,"7800 123A ST",20,"7800 123A ST Surrey"
"2062",-122.7523767,49.1439928,"7800 170TH ST",20,"7800 170TH ST Surrey"
"2063",-122.8815433,49.1466073,"7900 123RD ST",20,"7900 123RD ST Surrey"
"2064",-122.8788459,49.146413,"7900 124TH ST",20,"7900 124TH ST Surrey"
"2065",-122.8386886,49.1630125,"7900 138A ST",20,"7900 138A ST Surrey"
"2066",-122.8565712,49.148403,"8000 132ND ST",20,"8000 132ND ST Surrey"
"2067",-122.8215251,49.1520262,"8200 144A ST",20,"8200 144A ST Surrey"
"2068",-122.8174562,49.1537627,"8300 146TH ST",20,"8300 146TH ST Surrey"
"2069",-122.8058621,49.1555553,"8400 150A ST",20,"8400 150A ST Surrey"
"2070",-122.7841656,49.1555652,"8400 VENTURE WAY",20,"8400 VENTURE WAY Surrey"
"2071",-122.8903062,49.1559966,"84TH AVE / 120TH ST",20,"84TH AVE / 120TH ST Surrey"
"2072",-122.8502419,49.1632438,"8800 134A ST",20,"8800 134A ST Surrey"
"2073",-122.8735756,49.1628486,"88TH AVE / 126TH ST",20,"88TH AVE / 126TH ST Surrey"
"2074",-122.8513441,49.1664291,"9000 134TH ST",20,"9000 134TH ST Surrey"
"2075",-122.8538307,49.1665313,"9000 SKYE PL",20,"9000 SKYE PL Surrey"
"2076",-122.838587,49.1682341,"9100 138A ST",20,"9100 138A ST Surrey"
"2077",-122.837159,49.1681695,"9100 139TH ST",20,"9100 139TH ST Surrey"
"2078",-122.7703117,49.1703495,"9200 163RD ST",20,"9200 163RD ST Surrey"
"2079",-122.853866,49.1717736,"9300 133RD ST",20,"9300 133RD ST Surrey"
"2080",-122.865192,49.1719398,"9300 WALLACE CRES",20,"9300 WALLACE CRES Surrey"
"2081",-122.8776482,49.1736934,"9400 124A ST",20,"9400 124A ST Surrey"
"2082",-122.8579249,49.1735926,"9400 131A ST",20,"9400 131A ST Surrey"
"2083",-122.8578373,49.178949,"9700 131A ST",20,"9700 131A ST Surrey"
"2084",-122.843051,49.178914,"9700 137TH ST",20,"9700 137TH ST Surrey"
"2085",-122.796489,49.1787678,"9700 153A ST",20,"9700 153A ST Surrey"
"2086",-122.8677592,49.1808062,"9800 128TH ST",20,"9800 128TH ST Surrey"
"2087",-122.8513095,49.1805841,"9800 134TH ST",20,"9800 134TH ST Surrey"
"2088",-122.8413799,49.1808068,"FRASER HWY / WHALLEY BLVD",20,"FRASER HWY / WHALLEY BLVD Surrey"
"2089",-122.7792553,49.033982,"KING GEORGE BLVD / 160TH ST",20,"KING GEORGE BLVD / 160TH ST Surrey"
"2090",-122.8404391,49.1118528,"KING GEORGE BLVD / 60TH AVE",20,"KING GEORGE BLVD / 60TH AVE Surrey"
"2091",-122.8350549,49.1076089,"KING GEORGE BLVD / COLEBROOK RD",20,"KING GEORGE BLVD / COLEBROOK RD Surrey"
"2092",-122.845514,49.1311364,"KING GEORGE BLVD / HALL RD",20,"KING GEORGE BLVD / HALL RD Surrey"
"2093",-122.8934841,49.1963664,"TANNERY RD OFRP / HWY 17",20,"TANNERY RD OFRP / HWY 17 Surrey"
"2094",-122.8608733,49.1862258,"10100 SEMIAHMOO RD",19,"10100 SEMIAHMOO RD Surrey"
"2095",-122.8868308,49.1880209,"10200 121ST ST",19,"10200 121ST ST Surrey"
"2096",-122.8765143,49.1883177,"10200 124A ST",19,"10200 124A ST Surrey"
"2097",-122.8780224,49.1882037,"10200 124TH ST",19,"10200 124TH ST Surrey"
"2098",-122.8712561,49.1898536,"10300 127TH ST",19,"10300 127TH ST Surrey"
"2099",-122.8642914,49.1898162,"10300 129TH ST",19,"10300 129TH ST Surrey"
"2100",-122.8397462,49.1915131,"104TH AVE / 138TH ST",19,"104TH AVE / 138TH ST Surrey"
"2101",-122.8092,49.1915,"104TH AVE / 149TH ST",19,"104TH AVE / 149TH ST Surrey"
"2102",-122.8469068,49.1932052,"10500 135A ST",19,"10500 135A ST Surrey"
"2103",-122.8452279,49.1936925,"105TH AVE / KING GEORGE BLVD",19,"105TH AVE / KING GEORGE BLVD Surrey"
"2104",-122.856456,49.195372,"10600 132ND ST",19,"10600 132ND ST Surrey"
"2105",-122.8673595,49.1970612,"10700 128TH ST",19,"10700 128TH ST Surrey"
"2106",-122.845279,49.1975399,"107A AVE / KING GEORGE BLVD",19,"107A AVE / KING GEORGE BLVD Surrey"
"2107",-122.8281963,49.1986281,"10800 142ND ST",19,"10800 142ND ST Surrey"
"2108",-122.8473695,49.1988209,"108TH AVE / 135A ST",19,"108TH AVE / 135A ST Surrey"
"2109",-122.8755649,49.2007221,"10900 125TH ST",19,"10900 125TH ST Surrey"
"2110",-122.8588911,49.2013836,"10900 131ST ST",19,"10900 131ST ST Surrey"
"2111",-122.8562061,49.200775,"10900 132ND ST",19,"10900 132ND ST Surrey"
"2112",-122.8328161,49.1352847,"11000 140A ST",19,"11000 140A ST Surrey"
"2113",-122.8560338,49.2044291,"11100 132ND ST",19,"11100 132ND ST Surrey"
"2114",-122.8899539,49.1868797,"12000 101A AVE",19,"12000 101A AVE Surrey"
"2115",-122.8903781,49.1230358,"12000 66TH AVE",19,"12000 66TH AVE Surrey"
"2116",-122.8894545,49.1629725,"12000 88TH AVE",19,"12000 88TH AVE Surrey"
"2117",-122.8846082,49.1795556,"12200 97A AVE",19,"12200 97A AVE Surrey"
"2118",-122.8791147,49.1446908,"12400 78TH AVE",19,"12400 78TH AVE Surrey"
"2119",-122.8763514,49.1778874,"12500 96A AVE",19,"12500 96A AVE Surrey"
"2120",-122.8734017,49.126618,"126TH ST / 68TH AVE",19,"126TH ST / 68TH AVE Surrey"
"2121",-122.8701001,49.2074952,"12700 112B AVE",19,"12700 112B AVE Surrey"
"2122",-122.8694188,49.1641036,"12700 ARRAN PL",19,"12700 ARRAN PL Surrey"
"2123",-122.8663539,49.1968617,"12800 107TH AVE",19,"12800 107TH AVE Surrey"
"2124",-122.8610875,49.1719118,"13000 HUNTLEY AVE",19,"13000 HUNTLEY AVE Surrey"
"2125",-122.8564252,49.1661086,"13200 90TH AVE",19,"13200 90TH AVE Surrey"
"2126",-122.8527508,49.1611988,"13300 87A AVE",19,"13300 87A AVE Surrey"
"2127",-122.8541223,49.166315,"13300 90TH AVE",19,"13300 90TH AVE Surrey"
"2128",-122.851243,49.1824449,"13400 98B AVE",19,"13400 98B AVE Surrey"
"2129",-122.8473917,49.1347414,"13500 73RD AVE",19,"13500 73RD AVE Surrey"
"2130",-122.8457275,49.1116537,"13600 60TH AVE",19,"13600 60TH AVE Surrey"
"2131",-122.8455084,49.1746777,"13600 94A AVE",19,"13600 94A AVE Surrey"
"2132",-122.8425453,49.2050461,"13700 111A AVE",19,"13700 111A AVE Surrey"
"2133",-122.8403418,49.1300281,"13700 70TH AVE",19,"13700 70TH AVE Surrey"
"2134",-122.8419729,49.2030392,"13700 BENTLEY RD",19,"13700 BENTLEY RD Surrey"
"2135",-122.840653,49.1680248,"13800 91ST AVE",19,"13800 91ST AVE Surrey"
"2136",-122.8398565,49.1191201,"138TH ST / 64TH AVE",19,"138TH ST / 64TH AVE Surrey"
"2137",-122.8470162,49.1169775,"14100 62B AVE",19,"14100 62B AVE Surrey"
"2138",-122.8317834,49.1425548,"14100 77TH AVE",19,"14100 77TH AVE Surrey"
"2139",-122.8313003,49.2065949,"14100 GROSVENOR RD",19,"14100 GROSVENOR RD Surrey"
"2140",-122.8283365,49.1876362,"14200 102ND AVE",19,"14200 102ND AVE Surrey"
"2141",-122.7628284,49.1903187,"14200 103RD AVE",19,"14200 103RD AVE Surrey"
"2142",-122.8290171,49.1626747,"14200 88TH AVE",19,"14200 88TH AVE Surrey"
"2143",-122.8284448,49.2073337,"14200 GLADSTONE DR",19,"14200 GLADSTONE DR Surrey"
"2144",-122.8234074,49.1443681,"14400 78TH AVE",19,"14400 78TH AVE Surrey"
"2145",-122.8233416,49.1240194,"144TH ST / HYLAND RD",19,"144TH ST / HYLAND RD Surrey"
"2146",-122.820309,49.193692,"14500 105A AVE",19,"14500 105A AVE Surrey"
"2147",-122.8207086,49.1409986,"14500 76TH AVE",19,"14500 76TH AVE Surrey"
"2148",-122.8177649,49.1262748,"14600 68TH AVE",19,"14600 68TH AVE Surrey"
"2149",-122.8145964,49.1936103,"14700 105A AVE",19,"14700 105A AVE Surrey"
"2150",-122.8140952,49.1503204,"14700 80A AVE",19,"14700 80A AVE Surrey"
"2151",-122.812202,49.126387,"14800 68TH AVE",19,"14800 68TH AVE Surrey"
"2152",-122.8122596,49.1616583,"14800 87A AVE",19,"14800 87A AVE Surrey"
"2153",-122.8122893,49.0384884,"148TH ST / 20TH AVE",19,"148TH ST / 20TH AVE Surrey"
"2154",-122.8097185,49.1091393,"14900 58A AVE",19,"14900 58A AVE Surrey"
"2155",-122.8096267,49.1810077,"14900 98A AVE",19,"14900 98A AVE Surrey"
"2156",-122.8067234,49.141758,"15000 76A AVE",19,"15000 76A AVE Surrey"
"2157",-122.8066562,49.1617221,"15000 87B AVE",19,"15000 87B AVE Surrey"
"2158",-122.8065999,49.1825546,"15000 99A AVE",19,"15000 99A AVE Surrey"
"2159",-122.8065726,49.1117607,"150TH ST / 60TH AVE",19,"150TH ST / 60TH AVE Surrey"
"2160",-122.804209,49.162798,"15100 88TH AVE",19,"15100 88TH AVE Surrey"
"2161",-122.8013318,49.1555436,"15200 84TH AVE",19,"15200 84TH AVE Surrey"
"2162",-122.8008682,49.1825485,"152ND ST / 99TH AVE",19,"152ND ST / 99TH AVE Surrey"
"2163",-122.7987997,49.0534943,"15300 28A AVE",19,"15300 28A AVE Surrey"
"2164",-122.795735,49.173527,"15400 94TH AVE",19,"15400 94TH AVE Surrey"
"2165",-122.7931326,49.0671792,"15500 36TH AVE",19,"15500 36TH AVE Surrey"
"2166",-122.7932963,49.1563649,"15500 84A AVE",19,"15500 84A AVE Surrey"
"2167",-122.7927137,49.1698675,"15500 92ND AVE",19,"15500 92ND AVE Surrey"
"2168",-122.7930073,49.0409161,"15500 MADRONA DR",19,"15500 MADRONA DR Surrey"
"2169",-122.7926427,49.0612388,"15500 ROSEMARY HEIGHTS CRES",19,"15500 ROSEMARY HEIGHTS CRES Surrey"
"2170",-122.8176635,49.152867,"15600 82A AVE",19,"15600 82A AVE Surrey"
"2171",-122.7874874,49.031091,"15700 16TH AVE",19,"15700 16TH AVE Surrey"
"2172",-122.787203,49.1518544,"15700 82ND AVE",19,"15700 82ND AVE Surrey"
"2173",-122.7870426,49.0554306,"15700 MOUNTAIN VIEW DR",19,"15700 MOUNTAIN VIEW DR Surrey"
"2174",-122.7815238,49.1803587,"15900 98TH AVE",19,"15900 98TH AVE Surrey"
"2175",-122.7787922,49.1700919,"160TH ST / 92ND AVE",19,"160TH ST / 92ND AVE Surrey"
"2176",-122.7750744,49.151856,"16100 82ND AVE",19,"16100 82ND AVE Surrey"
"2177",-122.7733426,49.0516012,"16200 27A AVE",19,"16200 27A AVE Surrey"
"2178",-122.7598991,49.107303,"16700 57A AVE",19,"16700 57A AVE Surrey"
"2179",-122.7591564,49.1480417,"16700 80TH AVE",19,"16700 80TH AVE Surrey"
"2180",-122.757101,49.038397,"168TH ST / 20TH AVE",19,"168TH ST / 20TH AVE Surrey"
"2181",-122.8620219,49.032336,"1700 130TH ST",19,"1700 130TH ST Surrey"
"2182",-122.7460385,49.1115301,"172ND ST / 60TH AVE",19,"172ND ST / 60TH AVE Surrey"
"2183",-122.7350277,49.003641,"176TH ST / 68A AVE",19,"176TH ST / 68A AVE Surrey"
"2184",-122.7134661,49.0601364,"184TH ST / 32ND AVE",19,"184TH ST / 32ND AVE Surrey"
"2185",-122.7073493,49.1111814,"18600 60TH AVE",19,"18600 60TH AVE Surrey"
"2186",-122.7045924,49.1062237,"18700 56B AVE",19,"18700 56B AVE Surrey"
"2187",-122.6964792,49.1113195,"19000 60TH AVE",19,"19000 60TH AVE Surrey"
"2188",-122.6916228,49.120033,"19100 WATKINS DR",19,"19100 WATKINS DR Surrey"
"2189",-122.6887049,49.1234867,"19300 66TH AVE",19,"19300 66TH AVE Surrey"
"2190",-122.6862234,49.126236,"19300 68TH AVE",19,"19300 68TH AVE Surrey"
"2191",-122.6878125,49.1625727,"19300 88TH AVE",19,"19300 88TH AVE Surrey"
"2192",-122.685333,49.1093868,"19400 ENTERPRISE WAY",19,"19400 ENTERPRISE WAY Surrey"
"2193",-122.6841484,49.1157982,"19400 FRASER HWY",19,"19400 FRASER HWY Surrey"
"2194",-122.8058374,49.0399789,"2100 150A ST",19,"2100 150A ST Surrey"
"2195",-122.8104901,49.0474009,"2500 148A ST",19,"2500 148A ST Surrey"
"2196",-122.7846388,49.0492481,"2600 158TH ST",19,"2600 158TH ST Surrey"
"2197",-122.7399942,49.007233,"300 174TH ST",19,"300 174TH ST Surrey"
"2198",-122.7960836,49.0638907,"3400 ROSEMARY HEIGHTS DR",19,"3400 ROSEMARY HEIGHTS DR Surrey"
"2199",-122.874429,49.1007559,"5400 125A ST",19,"5400 125A ST Surrey"
"2200",-122.7239009,49.1040183,"5600 180TH ST",19,"5600 180TH ST Surrey"
"2201",-122.701708,49.111346,"6000 188TH ST",19,"6000 188TH ST Surrey"
"2202",-122.6818376,49.1121625,"6000 195A ST",19,"6000 195A ST Surrey"
"2203",-122.6865948,49.1120581,"6000 GREENSIDE DR W",19,"6000 GREENSIDE DR W Surrey"
"2204",-122.828829,49.111846,"60TH AVE / 142ND ST",19,"60TH AVE / 142ND ST Surrey"
"2205",-122.8173494,49.1137009,"6100 146TH ST",19,"6100 146TH ST Surrey"
"2206",-122.7369709,49.1153021,"6200 175A ST",19,"6200 175A ST Surrey"
"2207",-122.7564988,49.1189986,"6400 168TH ST",19,"6400 168TH ST Surrey"
"2208",-122.8774503,49.121408,"6500 124A ST",19,"6500 124A ST Surrey"
"2209",-122.8693007,49.1228976,"6600 127A ST",19,"6600 127A ST Surrey"
"2210",-122.8449238,49.1226585,"6600 KING GEORGE BLVD",19,"6600 KING GEORGE BLVD Surrey"
"2211",-122.8860339,49.1247182,"6700 121A ST",19,"6700 121A ST Surrey"
"2212",-122.8621646,49.124615,"6700 130TH ST",19,"6700 130TH ST Surrey"
"2213",-122.811942,49.1265279,"6800 148TH ST",19,"6800 148TH ST Surrey"
"2214",-122.7062946,49.1256536,"68TH AVE / FRASER HWY",19,"68TH AVE / FRASER HWY Surrey"
"2215",-122.8790295,49.1283389,"6900 124TH ST",19,"6900 124TH ST Surrey"
"2216",-122.8063311,49.1281517,"6900 150TH ST",19,"6900 150TH ST Surrey"
"2217",-122.8523975,49.1327346,"7000 133A ST",19,"7000 133A ST Surrey"
"2218",-122.724885,49.1291873,"7000 179A ST",19,"7000 179A ST Surrey"
"2219",-122.6983994,49.1293985,"7000 189TH ST",19,"7000 189TH ST Surrey"
"2220",-122.682997,49.1301759,"7000 194B ST",19,"7000 194B ST Surrey"
"2221",-122.8385382,49.129968,"70TH AVE / 138TH ST",19,"70TH AVE / 138TH ST Surrey"
"2222",-122.833151,49.1372613,"7400 TODD CRES",19,"7400 TODD CRES Surrey"
"2223",-122.8507261,49.1419493,"7600 134TH ST",19,"7600 134TH ST Surrey"
"2224",-122.8624211,49.1412787,"7600 ANVIL WAY",19,"7600 ANVIL WAY Surrey"
"2225",-122.870572,49.146306,"7900 127TH ST",19,"7900 127TH ST Surrey"
"2226",-122.7900612,49.1459058,"7900 156TH ST",19,"7900 156TH ST Surrey"
"2227",-122.8234128,49.1482197,"8000 144TH ST",19,"8000 144TH ST Surrey"
"2228",-122.8790853,49.1540208,"8300 124TH ST",19,"8300 124TH ST Surrey"
"2229",-122.8565705,49.1534419,"8300 132ND ST",19,"8300 132ND ST Surrey"
"2230",-122.8510286,49.1536188,"8300 134TH ST",19,"8300 134TH ST Surrey"
"2231",-122.8781588,49.1560053,"8400 124TH ST",19,"8400 124TH ST Surrey"
"2232",-122.8565705,49.1534419,"8400 132ND ST",19,"8400 132ND ST Surrey"
"2233",-122.8662255,49.1608866,"8700 128A ST",19,"8700 128A ST Surrey"
"2234",-122.8343363,49.1609523,"8700 140TH ST",19,"8700 140TH ST Surrey"
"2235",-122.8123913,49.164655,"8900 148TH ST",19,"8900 148TH ST Surrey"
"2236",-122.7354034,49.0167026,"8TH AVE / 176TH ST",19,"8TH AVE / 176TH ST Surrey"
"2237",-122.8788765,49.1670305,"9000 124TH ST",19,"9000 124TH ST Surrey"
"2238",-122.8284065,49.166538,"9000 142A ST",19,"9000 142A ST Surrey"
"2239",-122.8175488,49.1682144,"9100 146TH ST",19,"9100 146TH ST Surrey"
"2240",-122.8347413,49.1700831,"92ND AVE / 140TH ST",19,"92ND AVE / 140TH ST Surrey"
"2241",-122.8902282,49.1721651,"9300 120TH ST",19,"9300 120TH ST Surrey"
"2242",-122.8694467,49.1717474,"9300 127A ST",19,"9300 127A ST Surrey"
"2243",-122.8107028,49.170153,"9300 148A ST",19,"9300 148A ST Surrey"
"2244",-122.6888219,49.1715995,"9300 192ND ST",19,"9300 192ND ST Surrey"
"2245",-122.8789692,49.1754083,"9500 124TH ST",19,"9500 124TH ST Surrey"
"2246",-122.8346053,49.1755476,"9500 140TH ST",19,"9500 140TH ST Surrey"
"2247",-122.6989495,49.1751742,"9500 189TH ST",19,"9500 189TH ST Surrey"
"2248",-122.8528766,49.1135274,"9600 133A ST",19,"9600 133A ST Surrey"
"2249",-122.7788167,49.1769318,"9600 160TH ST",19,"9600 160TH ST Surrey"
"2250",-122.8400235,49.1770455,"96TH AVE / 138TH ST",19,"96TH AVE / 138TH ST Surrey"
"2251",-122.8415867,49.1787789,"9700 137A ST",19,"9700 137A ST Surrey"
"2252",-122.8121529,49.180514,"9900 148TH ST",19,"9900 148TH ST Surrey"
"2253",-122.6904447,49.1809779,"GOLDEN EARS WAY / 192ND ST",19,"GOLDEN EARS WAY / 192ND ST Surrey"
"2254",-122.8454059,49.1842491,"NA 100TH AVE / KING GEORGE BLVD",19,"NA 100TH AVE / KING GEORGE BLVD Surrey"
"2255",-122.8680917,49.1771265,"NA 128TH ST / 96TH AVE",19,"NA 128TH ST / 96TH AVE Surrey"
"2256",-122.8011739,49.1045154,"NA 152ND ST / 56TH AVE",19,"NA 152ND ST / 56TH AVE Surrey"
"2257",-122.7370745,49.1183464,"NA 176TH ST / 64TH AVE",19,"NA 176TH ST / 64TH AVE Surrey"
"2258",-122.8830768,49.1631928,"NORDEL WAY / 88TH AVE",19,"NORDEL WAY / 88TH AVE Surrey"
"2259",-122.8505542,49.1916957,"UNIVERSITY DR / 104TH AVE",19,"UNIVERSITY DR / 104TH AVE Surrey"
"2260",-122.8899139,49.1844512,"10000 120TH ST",18,"10000 120TH ST Surrey"
"2261",-122.8633911,49.1409037,"10000 129A ST",18,"10000 129A ST Surrey"
"2262",-122.8339984,49.1836301,"10000 140TH ST",18,"10000 140TH ST Surrey"
"2263",-122.8841038,49.1861468,"10100 122ND ST",18,"10100 122ND ST Surrey"
"2264",-122.8633911,49.1409037,"10100 129A ST",18,"10100 129A ST Surrey"
"2265",-122.8432681,49.1861388,"101ST AVE / WHALLEY BLVD",18,"101ST AVE / WHALLEY BLVD Surrey"
"2266",-122.8660624,49.1880732,"10200 128A ST",18,"10200 128A ST Surrey"
"2267",-122.8564605,49.189854,"10300 132ND ST",18,"10300 132ND ST Surrey"
"2268",-122.874063,49.1923673,"10400 125B ST",18,"10400 125B ST Surrey"
"2269",-122.8231128,49.191573,"10400 144TH ST",18,"10400 144TH ST Surrey"
"2270",-122.7935808,49.1933861,"10500 154A ST",18,"10500 154A ST Surrey"
"2271",-122.823043,49.1967493,"10700 144TH ST",18,"10700 144TH ST Surrey"
"2272",-122.8172528,49.1967177,"10700 146TH ST",18,"10700 146TH ST Surrey"
"2273",-122.8778972,49.1992507,"10800 124TH ST",18,"10800 124TH ST Surrey"
"2274",-122.8124886,49.1987835,"10800 148TH ST",18,"10800 148TH ST Surrey"
"2275",-122.8643932,49.2029259,"11000 129TH ST",18,"11000 129TH ST Surrey"
"2276",-122.8468924,49.206167,"11200 135A ST",18,"11200 135A ST Surrey"
"2277",-122.844992,49.2078717,"11300 136TH ST",18,"11300 136TH ST Surrey"
"2278",-122.8895696,49.1123709,"12000 BOUNDARY DR S",18,"12000 BOUNDARY DR S Surrey"
"2279",-122.8900771,49.186434,"120TH ST / 101ST AVE",18,"120TH ST / 101ST AVE Surrey"
"2280",-122.8871659,49.1813689,"12100 98A AVE",18,"12100 98A AVE Surrey"
"2281",-122.8814022,49.2099175,"12100 INDUSTRIAL RD",18,"12100 INDUSTRIAL RD Surrey"
"2282",-122.8841411,49.1903818,"12200 103A AVE",18,"12200 103A AVE Surrey"
"2283",-122.8843947,49.1786437,"12200 97TH AVE",18,"12200 97TH AVE Surrey"
"2284",-122.8839482,49.0568207,"12200 GARDINER ST",18,"12200 GARDINER ST Surrey"
"2285",-122.8786928,49.1844562,"12400 100TH AVE",18,"12400 100TH AVE Surrey"
"2286",-122.8790488,49.1668574,"12400 90TH AVE",18,"12400 90TH AVE Surrey"
"2287",-122.8732586,49.1787694,"12600 97TH AVE",18,"12600 97TH AVE Surrey"
"2288",-122.8702434,49.0519468,"12700 27A AVE",18,"12700 27A AVE Surrey"
"2289",-122.8715294,49.118959,"12700 64TH AVE",18,"12700 64TH AVE Surrey"
"2290",-122.8672879,49.1933661,"12800 105TH AVE",18,"12800 105TH AVE Surrey"
"2291",-122.8623448,49.2112303,"12900 115TH AVE",18,"12900 115TH AVE Surrey"
"2292",-122.8648097,49.1263324,"12900 68TH AVE",18,"12900 68TH AVE Surrey"
"2293",-122.862382,49.1961813,"13000 106A AVE",18,"13000 106A AVE Surrey"
"2294",-122.8592925,49.1977598,"13100 107A AVE",18,"13100 107A AVE Surrey"
"2295",-122.8596877,49.1326569,"13100 ENGLISH PL",18,"13100 ENGLISH PL Surrey"
"2296",-122.8567148,49.1805744,"13200 98TH AVE",18,"13200 98TH AVE Surrey"
"2297",-122.8567819,49.1445649,"132ND ST / 78TH AVE",18,"132ND ST / 78TH AVE Surrey"
"2298",-122.8501501,49.1885207,"13300 102ND AVE",18,"13300 102ND AVE Surrey"
"2299",-122.853713,49.1311648,"13300 70B AVE",18,"13300 70B AVE Surrey"
"2300",-122.8543752,49.1812301,"13300 98TH AVE",18,"13300 98TH AVE Surrey"
"2301",-122.850632,49.207954,"13400 113TH AVE",18,"13400 113TH AVE Surrey"
"2302",-122.851214,49.111656,"13400 60TH AVE",18,"13400 60TH AVE Surrey"
"2303",-122.850713,49.1241351,"13400 67TH AVE",18,"13400 67TH AVE Surrey"
"2304",-122.7987279,49.1488971,"13400 80A AVE",18,"13400 80A AVE Surrey"
"2305",-122.8515229,49.1699953,"134TH ST / 92ND AVE",18,"134TH ST / 92ND AVE Surrey"
"2306",-122.8476935,49.1915975,"13500 104TH AVE",18,"13500 104TH AVE Surrey"
"2307",-122.8480001,49.1659722,"13500 BRYAN PL",18,"13500 BRYAN PL Surrey"
"2308",-122.8755476,49.1399593,"13700 75A AVE",18,"13700 75A AVE Surrey"
"2309",-122.8386501,49.1210036,"13800 65TH AVE",18,"13800 65TH AVE Surrey"
"2310",-122.8398665,49.1452,"13800 78A AVE",18,"13800 78A AVE Surrey"
"2311",-122.8462017,49.1444868,"13800 78TH AVE",18,"13800 78TH AVE Surrey"
"2312",-122.8406013,49.1645558,"13800 89TH AVE",18,"13800 89TH AVE Surrey"
"2313",-122.8374223,49.1452152,"13900 78A AVE",18,"13900 78A AVE Surrey"
"2314",-122.8374323,49.1722161,"13900 93A AVE",18,"13900 93A AVE Surrey"
"2315",-122.8341455,49.191431,"14000 104TH AVE",18,"14000 104TH AVE Surrey"
"2316",-122.8318052,49.144374,"14100 78TH AVE",18,"14100 78TH AVE Surrey"
"2317",-122.8277788,49.1868636,"14200 101A AVE",18,"14200 101A AVE Surrey"
"2318",-122.8288439,49.1552831,"14200 84TH AVE",18,"14200 84TH AVE Surrey"
"2319",-122.8287854,49.2062057,"14200 MELROSE DR",18,"14200 MELROSE DR Surrey"
"2320",-122.8233296,49.1118311,"144TH ST / 60TH AVE",18,"144TH ST / 60TH AVE Surrey"
"2321",-122.823276,49.1262157,"144TH ST / 68TH AVE",18,"144TH ST / 68TH AVE Surrey"
"2322",-122.8211039,49.062444,"14500 33A AVE",18,"14500 33A AVE Surrey"
"2323",-122.823588,49.1224824,"14500 66TH AVE",18,"14500 66TH AVE Surrey"
"2324",-122.8203966,49.1546592,"14500 83A AVE",18,"14500 83A AVE Surrey"
"2325",-122.8205338,49.1684505,"14500 91A AVE",18,"14500 91A AVE Surrey"
"2326",-122.8172317,49.199447,"14600 108A AVE",18,"14600 108A AVE Surrey"
