"","lon","lat","HUNDRED_BLOCK","count","address"
"14492",-122.8874333,49.1754452,"121ST ST / 95TH AVE",1,"121ST ST / 95TH AVE Surrey"
"14493",-122.8874139,49.1780074,"121ST ST / 96A AVE",1,"121ST ST / 96A AVE Surrey"
"14494",-122.887385,49.181587,"121ST ST / 98A AVE",1,"121ST ST / 98A AVE Surrey"
"14495",-122.8873856,49.180711,"121ST ST / 98TH AVE",1,"121ST ST / 98TH AVE Surrey"
"14496",-122.8417383,49.1861215,"12200  101ST AVE",1,"12200  101ST AVE Surrey"
"14497",-122.8846432,49.144756,"12200  78TH AVE",1,"12200  78TH AVE Surrey"
"14498",-122.8849909,49.1663567,"12200  90TH AVE",1,"12200  90TH AVE Surrey"
"14499",-122.8844142,49.1696068,"12200  91A AVE",1,"12200  91A AVE Surrey"
"14500",-122.8812757,49.2100792,"12200  INDUSTRIAL RD",1,"12200  INDUSTRIAL RD Surrey"
"14501",-122.882929,49.2073249,"12200 112A AVE",1,"12200 112A AVE Surrey"
"14502",-122.6925361,49.1352103,"12200 73RD AVE",1,"12200 73RD AVE Surrey"
"14503",-122.8848713,49.1564,"12200 84A AVE",1,"12200 84A AVE Surrey"
"14504",-122.8821732,49.0455784,"12200 BLOCK 24TH AVE",1,"12200 BLOCK 24TH AVE Surrey"
"14505",-122.8849909,49.1663567,"12200 BLOCK 90TH AVE",1,"12200 BLOCK 90TH AVE Surrey"
"14506",-122.8848359,49.1703471,"12200 BLOCK 92ND AVE",1,"12200 BLOCK 92ND AVE Surrey"
"14507",-122.884627,49.177154,"12200 BLOCK 96TH AVE",1,"12200 BLOCK 96TH AVE Surrey"
"14508",-122.8847738,49.2057238,"12200 BLOCK KING GEORGE BLVD",1,"12200 BLOCK KING GEORGE BLVD Surrey"
"14509",-122.8639292,49.0904574,"12200 HWY 99",1,"12200 HWY 99 Surrey"
"14510",-122.884627,49.177154,"12200 ST / 96TH AVE",1,"12200 ST / 96TH AVE Surrey"
"14511",-122.8834829,49.200776,"12203 OLD YALE RD",1,"12203 OLD YALE RD Surrey"
"14512",-122.8824093,49.0528312,"12251 BEECHER ST",1,"12251 BEECHER ST Surrey"
"14513",-122.8826479,49.1891917,"12255 102A AVE",1,"12255 102A AVE Surrey"
"14514",-122.8827912,49.1809545,"12269 98TH AVE",1,"12269 98TH AVE Surrey"
"14515",-122.8827661,49.1337424,"12272 72ND AVE",1,"12272 72ND AVE Surrey"
"14516",-122.881531,49.1854752,"12278 100A AVE",1,"12278 100A AVE Surrey"
"14517",-122.8814224,49.0440485,"12281 22B AVE",1,"12281 22B AVE Surrey"
"14518",-122.8835968,49.1331577,"122A ST / 71A AVE",1,"122A ST / 71A AVE Surrey"
"14519",-122.8829688,49.1375628,"122A ST / 74TH AVE",1,"122A ST / 74TH AVE Surrey"
"14520",-122.8832203,49.1487801,"122A ST / 80A AVE",1,"122A ST / 80A AVE Surrey"
"14521",-122.8828175,49.169647,"122B ST / 91A AVE",1,"122B ST / 91A AVE Surrey"
"14522",-122.8839666,49.1857042,"122ND ST / 100A AVE",1,"122ND ST / 100A AVE Surrey"
"14523",-122.8840176,49.1889936,"122ND ST / 102A AVE",1,"122ND ST / 102A AVE Surrey"
"14524",-122.8845473,49.1202121,"122ND ST / 64A AVE",1,"122ND ST / 64A AVE Surrey"
"14525",-122.8846285,49.1229632,"122ND ST / 66TH AVE",1,"122ND ST / 66TH AVE Surrey"
"14526",-122.8844286,49.1401922,"122ND ST / 75A AVE",1,"122ND ST / 75A AVE Surrey"
"14527",-122.8846678,49.1421963,"122ND ST / 76A AVE",1,"122ND ST / 76A AVE Surrey"
"14528",-122.8846134,49.1352119,"122ND ST / 88TH AVE",1,"122ND ST / 88TH AVE Surrey"
"14529",-122.8844142,49.1696068,"122ND ST / 91A AVE",1,"122ND ST / 91A AVE Surrey"
"14530",-122.884656,49.175427,"122ND ST / 95TH AVE",1,"122ND ST / 95TH AVE Surrey"
"14531",-122.8846164,49.1834595,"122ND ST / 99A AVE",1,"122ND ST / 99A AVE Surrey"
"14532",-122.8822357,49.1264564,"12300  68TH AVE",1,"12300  68TH AVE Surrey"
"14533",-122.8819701,49.1339402,"12300  72ND AVE",1,"12300  72ND AVE Surrey"
"14534",-122.881922,49.139225,"12300  75TH AVE",1,"12300  75TH AVE Surrey"
"14535",-122.883337,49.1629549,"12300  88TH AVE",1,"12300  88TH AVE Surrey"
"14536",-122.8821976,49.1668496,"12300  90TH AVE",1,"12300  90TH AVE Surrey"
"14537",-122.8811112,49.2071369,"12300 112 A AVE",1,"12300 112 A AVE Surrey"
"14538",-122.8814142,49.138046,"12300 74A AVE",1,"12300 74A AVE Surrey"
"14539",-122.7987279,49.1488971,"12300 80A AVE",1,"12300 80A AVE Surrey"
"14540",-122.8811112,49.2071369,"12300 BLOCK 112A AVE",1,"12300 BLOCK 112A AVE Surrey"
"14541",-122.8819701,49.1339402,"12300 BLOCK 72ND AVE",1,"12300 BLOCK 72ND AVE Surrey"
"14542",-122.883337,49.1629549,"12300 BLOCK 88TH AVE",1,"12300 BLOCK 88TH AVE Surrey"
"14543",-122.8821976,49.1668496,"12300 BLOCK 90TH AVE",1,"12300 BLOCK 90TH AVE Surrey"
"14544",-122.8818873,49.047865,"12300 BLOCK SEACREST DR",1,"12300 BLOCK SEACREST DR Surrey"
"14545",-122.8832435,49.1118754,"12300 BLOCK SOUTHPARK CRES",1,"12300 BLOCK SOUTHPARK CRES Surrey"
"14546",-122.8802823,49.1133139,"12300 BOUNDARY CLS",1,"12300 BOUNDARY CLS Surrey"
"14547",-122.8797831,49.0940905,"12300 COLEBROOK RD",1,"12300 COLEBROOK RD Surrey"
"14548",-122.8811024,49.0563988,"12300 GILLEY ST",1,"12300 GILLEY ST Surrey"
"14549",-122.8807538,49.1972417,"12320 OLD YALE RD",1,"12320 OLD YALE RD Surrey"
"14550",-122.8810857,49.1395443,"12331 75TH AVE",1,"12331 75TH AVE Surrey"
"14551",-122.8803666,49.1989551,"12340 WINRAM RD",1,"12340 WINRAM RD Surrey"
"14552",-122.8799308,49.1827637,"12363 99 AVE",1,"12363 99 AVE Surrey"
"14553",-122.880439,49.113407,"12367 BOUNDARY CLS",1,"12367 BOUNDARY CLS Surrey"
"14554",-122.8809,49.1857171,"123A ST / 100A AVE",1,"123A ST / 100A AVE Surrey"
"14555",-122.880373,49.1266595,"123A ST / 68TH AVE",1,"123A ST / 68TH AVE Surrey"
"14556",-122.8804915,49.1447008,"123A ST / 78TH AVE",1,"123A ST / 78TH AVE Surrey"
"14557",-122.8805121,49.1730092,"123A ST / 93A AVE",1,"123A ST / 93A AVE Surrey"
"14558",-122.8805103,49.1788541,"123A ST / 97TH AVE",1,"123A ST / 97TH AVE Surrey"
"14559",-122.8804846,49.1807073,"123A ST / 98TH AVE",1,"123A ST / 98TH AVE Surrey"
"14560",-122.8804892,49.1834445,"123A ST / 99A AVE",1,"123A ST / 99A AVE Surrey"
"14561",-122.8816664,49.1201775,"123RD ST / 64A AVE",1,"123RD ST / 64A AVE Surrey"
"14562",-122.8818939,49.1276831,"123RD ST / 68A AVE",1,"123RD ST / 68A AVE Surrey"
"14563",-122.881915,49.131977,"123RD ST / 71ST AVE",1,"123RD ST / 71ST AVE Surrey"
"14564",-122.8813904,49.1348777,"123RD ST / 72A AVE",1,"123RD ST / 72A AVE Surrey"
"14565",-122.8815058,49.1401415,"123RD ST / 75A AVE",1,"123RD ST / 75A AVE Surrey"
"14566",-122.8821019,49.143945,"123RD ST / 77A AVE",1,"123RD ST / 77A AVE Surrey"
"14567",-122.8818512,49.1447124,"123RD ST / 78TH AVE",1,"123RD ST / 78TH AVE Surrey"
"14568",-122.8821976,49.1668496,"123RD ST / 90TH AVE",1,"123RD ST / 90TH AVE Surrey"
"14569",-122.8818456,49.176278,"123RD ST / 95A AVE",1,"123RD ST / 95A AVE Surrey"
"14570",-122.8819067,49.182566,"123RD ST / 99TH AVE",1,"123RD ST / 99TH AVE Surrey"
"14571",-122.882035,49.1034487,"123RD ST / NEW MCLELLAN RD",1,"123RD ST / NEW MCLELLAN RD Surrey"
"14572",-122.8787678,49.2071505,"12400 112A AVE",1,"12400 112A AVE Surrey"
"14573",-122.8783996,49.0457882,"12400 24TH AVE",1,"12400 24TH AVE Surrey"
"14574",-122.8040353,49.0523677,"12400 28TH AVE",1,"12400 28TH AVE Surrey"
"14575",-122.8782722,49.1026067,"12400 55TH AVE",1,"12400 55TH AVE Surrey"
"14576",-122.7670144,49.1084834,"12400 58TH AVE",1,"12400 58TH AVE Surrey"
"14577",-122.8778792,49.1136964,"12400 61ST AVE",1,"12400 61ST AVE Surrey"
"14578",-122.8778378,49.1155205,"12400 62ND AVE",1,"12400 62ND AVE Surrey"
"14579",-122.8761929,49.1464653,"12400 79TH AVE",1,"12400 79TH AVE Surrey"
"14580",-122.8777756,49.2027074,"12400 BLOCK 110TH AVE",1,"12400 BLOCK 110TH AVE Surrey"
"14581",-122.8783122,49.2077679,"12400 BLOCK 113TH AVE",1,"12400 BLOCK 113TH AVE Surrey"
"14582",-122.8791767,49.2112979,"12400 BLOCK 116TH AVE",1,"12400 BLOCK 116TH AVE Surrey"
"14583",-122.8782097,49.0479999,"12400 BLOCK 25TH AVE",1,"12400 BLOCK 25TH AVE Surrey"
"14584",-122.7670144,49.1084834,"12400 BLOCK 58TH AVE",1,"12400 BLOCK 58TH AVE Surrey"
"14585",-122.8791147,49.1446908,"12400 BLOCK 78TH AVE",1,"12400 BLOCK 78TH AVE Surrey"
"14586",-122.8791038,49.1520486,"12400 BLOCK 82ND AVE",1,"12400 BLOCK 82ND AVE Surrey"
"14587",-122.8785869,49.163112,"12400 BLOCK NORDEL WAY",1,"12400 BLOCK NORDEL WAY Surrey"
"14588",-122.8771609,49.0384218,"12400 OCEAN TIDE CRT",1,"12400 OCEAN TIDE CRT Surrey"
"14589",-122.8790568,49.1337251,"12400 ST / 72ND AVE",1,"12400 ST / 72ND AVE Surrey"
"14590",-122.8790635,49.1483885,"12400 ST / 80TH AVE",1,"12400 ST / 80TH AVE Surrey"
"14591",-122.8778408,49.1843693,"12434 100TH AVE",1,"12434 100TH AVE Surrey"
"14592",-122.8773835,49.0390099,"12456 20TH AVE",1,"12456 20TH AVE Surrey"
"14593",-122.8780345,49.1635244,"12467 88TH AVE",1,"12467 88TH AVE Surrey"
"14594",-122.8769048,49.1194292,"12479 64TH AVE",1,"12479 64TH AVE Surrey"
"14595",-122.8758828,49.2066779,"12491 KING GEORGE BLVD",1,"12491 KING GEORGE BLVD Surrey"
"14596",-122.877521,49.1845085,"124A ST / 100TH AVE",1,"124A ST / 100TH AVE Surrey"
"14597",-122.8774318,49.1266421,"124A ST / 68TH AVE",1,"124A ST / 68TH AVE Surrey"
"14598",-122.8775335,49.1354232,"124A ST / 73RD AVE",1,"124A ST / 73RD AVE Surrey"
"14599",-122.877834,49.1701935,"124A ST / 92ND AVE",1,"124A ST / 92ND AVE Surrey"
"14600",-122.877899,49.173576,"124A ST / 94TH AVE",1,"124A ST / 94TH AVE Surrey"
"14601",-122.8776,49.178062,"124A ST / 96A AVE",1,"124A ST / 96A AVE Surrey"
"14602",-122.8763431,49.0517716,"124B ST / 27TH AVE",1,"124B ST / 27TH AVE Surrey"
"14603",-122.8767443,49.138424,"124B ST / 74A AVE",1,"124B ST / 74A AVE Surrey"
"14604",-122.8786928,49.1844562,"124TH ST / 100TH AVE",1,"124TH ST / 100TH AVE Surrey"
"14605",-122.8786656,49.2063735,"124TH ST / 112TH AVE",1,"124TH ST / 112TH AVE Surrey"
"14606",-122.8784082,49.0425998,"124TH ST / 22ND AVE",1,"124TH ST / 22ND AVE Surrey"
"14607",-122.8791898,49.1087261,"124TH ST / 58A AVE",1,"124TH ST / 58A AVE Surrey"
"14608",-122.8790235,49.1183241,"124TH ST / 63A AVE",1,"124TH ST / 63A AVE Surrey"
"14609",-122.8790295,49.1283389,"124TH ST / 69TH AVE",1,"124TH ST / 69TH AVE Surrey"
"14610",-122.8791034,49.1512257,"124TH ST / 81A AVE",1,"124TH ST / 81A AVE Surrey"
"14611",-122.8791112,49.1502375,"124TH ST / 81ST AVE",1,"124TH ST / 81ST AVE Surrey"
"14612",-122.87928,49.1717545,"124TH ST / 93RD AVE",1,"124TH ST / 93RD AVE Surrey"
"14613",-122.8792593,49.1746323,"124TH ST / 94A AVE",1,"124TH ST / 94A AVE Surrey"
"14614",-122.879257,49.1762694,"124TH ST / 95A AVE",1,"124TH ST / 95A AVE Surrey"
"14615",-122.8792708,49.17377,"124TH ST / IONA PL",1,"124TH ST / IONA PL Surrey"
"14616",-122.8791039,49.1631669,"124TH ST / UNSIGNED ST",1,"124TH ST / UNSIGNED ST Surrey"
"14617",-122.8791039,49.1631669,"124TH ST OFRP / HWY 17",1,"124TH ST OFRP / HWY 17 Surrey"
"14618",-122.8758151,49.1917979,"12500  104TH AVE",1,"12500  104TH AVE Surrey"
"14619",-122.8757504,49.2077911,"12500  113TH AVE",1,"12500  113TH AVE Surrey"
"14620",-122.7670144,49.1084834,"12500  58TH AVE",1,"12500  58TH AVE Surrey"
"14621",-122.8760799,49.1190408,"12500  64TH AVE",1,"12500  64TH AVE Surrey"
"14622",-122.8763522,49.126462,"12500  68TH AVE",1,"12500  68TH AVE Surrey"
"14623",-122.8762373,49.1338707,"12500  72ND AVE",1,"12500  72ND AVE Surrey"
"14624",-122.8743404,49.1401233,"12500  75TH AVE",1,"12500  75TH AVE Surrey"
"14625",-122.876445,49.17716,"12500  96TH AVE",1,"12500  96TH AVE Surrey"
"14626",-122.8756861,49.0541195,"12500  CRESCENT RD",1,"12500  CRESCENT RD Surrey"
"14627",-122.8010844,49.0338435,"12500 17A AVE",1,"12500 17A AVE Surrey"
"14628",-122.8763193,49.1027732,"12500 55TH AVE",1,"12500 55TH AVE Surrey"
"14629",-122.8743404,49.1401233,"12500 BLOCK 75TH AVE",1,"12500 BLOCK 75TH AVE Surrey"
"14630",-122.876234,49.1410773,"12500 BLOCK 76A AVE",1,"12500 BLOCK 76A AVE Surrey"
"14631",-122.876234,49.1410773,"12500 BLOCK 76TH AVE",1,"12500 BLOCK 76TH AVE Surrey"
"14632",-122.876241,49.1512229,"12500 BLOCK 82ND AVE",1,"12500 BLOCK 82ND AVE Surrey"
"14633",-122.8757851,49.183011,"12500 BLOCK 99A AVE",1,"12500 BLOCK 99A AVE Surrey"
"14634",-122.8758859,49.1968356,"12500 BLOCK OLD YALE RD",1,"12500 BLOCK OLD YALE RD Surrey"
"14635",-122.8758009,49.1399073,"12512 75A AVE",1,"12512 75A AVE Surrey"
"14636",-122.8752705,49.2091325,"12523 113B AVE",1,"12523 113B AVE Surrey"
"14637",-122.8758656,49.1111609,"12530 60TH AVE",1,"12530 60TH AVE Surrey"
"14638",-122.8755798,49.1654212,"12530 89A AVE",1,"12530 89A AVE Surrey"
"14639",-122.8747708,49.1714781,"12566 93RD AVE",1,"12566 93RD AVE Surrey"
"14640",-122.8737214,49.0473076,"12571 24A AVE",1,"12571 24A AVE Surrey"
"14641",-122.8742678,49.1769951,"12574 96 AVE",1,"12574 96 AVE Surrey"
"14642",-122.8740936,49.1880903,"125A ST / 102ND AVE",1,"125A ST / 102ND AVE Surrey"
"14643",-122.8751662,49.1932189,"125A ST / 104B AVE",1,"125A ST / 104B AVE Surrey"
"14644",-122.8744672,49.2071616,"125A ST / 112A AVE",1,"125A ST / 112A AVE Surrey"
"14645",-122.8744349,49.2089595,"125A ST / 113B AVE",1,"125A ST / 113B AVE Surrey"
"14646",-122.8744344,49.2080237,"125A ST / 113TH AVE",1,"125A ST / 113TH AVE Surrey"
"14647",-122.8743954,49.2125687,"125A ST / 115B AVE",1,"125A ST / 115B AVE Surrey"
"14648",-122.8744138,49.2116416,"125A ST / 115TH AVE",1,"125A ST / 115TH AVE Surrey"
"14649",-122.8750381,49.1044075,"125A ST / 56TH AVE",1,"125A ST / 56TH AVE Surrey"
"14650",-122.8744973,49.1322409,"125A ST / 71ST AVE",1,"125A ST / 71ST AVE Surrey"
"14651",-122.8748952,49.1700692,"125A ST / 92ND AVE",1,"125A ST / 92ND AVE Surrey"
"14652",-122.8746968,49.180808,"125A ST / 98TH AVE",1,"125A ST / 98TH AVE Surrey"
"14653",-122.874429,49.1007559,"125A ST / STATION RD",1,"125A ST / STATION RD Surrey"
"14654",-122.8753367,49.1845146,"125TH ST / 100TH AVE",1,"125TH ST / 100TH AVE Surrey"
"14655",-122.875024,49.1954133,"125TH ST / 106TH AVE",1,"125TH ST / 106TH AVE Surrey"
"14656",-122.8764034,49.1092823,"125TH ST / 58B AVE",1,"125TH ST / 58B AVE Surrey"
"14657",-122.8772039,49.1129059,"125TH ST / 60A AVE",1,"125TH ST / 60A AVE Surrey"
"14658",-122.8763807,49.1118071,"125TH ST / 60TH AVE",1,"125TH ST / 60TH AVE Surrey"
"14659",-122.8762932,49.1362331,"125TH ST / 73A AVE",1,"125TH ST / 73A AVE Surrey"
"14660",-122.8766826,49.141811,"125TH ST / 76A AVE",1,"125TH ST / 76A AVE Surrey"
"14661",-122.8773572,49.1421415,"125TH ST / 76B AVE",1,"125TH ST / 76B AVE Surrey"
"14662",-122.876479,49.143722,"125TH ST / 77A AVE",1,"125TH ST / 77A AVE Surrey"
"14663",-122.8763444,49.1443243,"125TH ST / 77B AVE",1,"125TH ST / 77B AVE Surrey"
"14664",-122.87577,49.1647881,"125TH ST / 82ND AVE",1,"125TH ST / 82ND AVE Surrey"
"14665",-122.8764435,49.1762735,"125TH ST / 95A AVE",1,"125TH ST / 95A AVE Surrey"
"14666",-122.8741392,49.2044407,"125TH ST / SCOTT ROAD STATION",1,"125TH ST / SCOTT ROAD STATION Surrey"
"14667",-122.8734017,49.126618,"12600  68TH AVE",1,"12600  68TH AVE Surrey"
"14668",-122.8734954,49.1408175,"12600  76TH AVE",1,"12600  76TH AVE Surrey"
"14669",-122.8728542,49.148089,"12600  80TH AVE",1,"12600  80TH AVE Surrey"
"14670",-122.8738838,49.1698437,"12600  92ND AVE",1,"12600  92ND AVE Surrey"
"14671",-122.8705578,49.2074945,"12600 112B AVE",1,"12600 112B AVE Surrey"
"14672",-122.8367562,49.2084097,"12600 113A AVE",1,"12600 113A AVE Surrey"
"14673",-122.8707515,49.2103303,"12600 114A AVE",1,"12600 114A AVE Surrey"
"14674",-122.8623448,49.2112303,"12600 115TH AVE",1,"12600 115TH AVE Surrey"
"14675",-122.8722882,49.0329172,"12600 17TH AVE",1,"12600 17TH AVE Surrey"
"14676",-122.8539478,49.0356492,"12600 18A AVE",1,"12600 18A AVE Surrey"
"14677",-122.8734092,49.1033284,"12600 55A AVE",1,"12600 55A AVE Surrey"
"14678",-122.8712025,49.1444357,"12600 78TH AVE",1,"12600 78TH AVE Surrey"
"14679",-122.8726813,49.202272,"12600 BLOCK 110TH AVE",1,"12600 BLOCK 110TH AVE Surrey"
"14680",-122.8730319,49.2087459,"12600 BLOCK 113B AVE",1,"12600 BLOCK 113B AVE Surrey"
"14681",-122.8727567,49.0425951,"12600 BLOCK 22ND AVE",1,"12600 BLOCK 22ND AVE Surrey"
"14682",-122.8737969,49.1189883,"12600 BLOCK 64TH AVE",1,"12600 BLOCK 64TH AVE Surrey"
"14683",-122.8717378,49.1225351,"12600 BLOCK 66TH AVE",1,"12600 BLOCK 66TH AVE Surrey"
"14684",-122.8736383,49.1334415,"12600 BLOCK 72ND AVE",1,"12600 BLOCK 72ND AVE Surrey"
"14685",-122.8728542,49.148089,"12600 BLOCK 80TH AVE",1,"12600 BLOCK 80TH AVE Surrey"
"14686",-122.8731857,49.1515447,"12600 BLOCK 82ND AVE",1,"12600 BLOCK 82ND AVE Surrey"
"14687",-122.873307,49.1976117,"12600 BLOCK OLD YALE RD",1,"12600 BLOCK OLD YALE RD Surrey"
"14688",-122.8735629,49.1628478,"12600 ST / 88TH AVE",1,"12600 ST / 88TH AVE Surrey"
"14689",-122.8724475,49.0297434,"12638 15TH AVE",1,"12638 15TH AVE Surrey"
"14690",-122.872379,49.1783515,"12641 96A AVE",1,"12641 96A AVE Surrey"
"14691",-122.8715676,49.0293516,"12645 14B AVE",1,"12645 14B AVE Surrey"
"14692",-122.872394,49.166226,"12650 90TH AVE",1,"12650 90TH AVE Surrey"
"14693",-122.8716042,49.036945,"12651 19TH AVE",1,"12651 19TH AVE Surrey"
"14694",-122.8716467,49.1260639,"12661 67B AVE",1,"12661 67B AVE Surrey"
"14695",-122.8708229,49.0300063,"12669 15TH AVE",1,"12669 15TH AVE Surrey"
"14696",-122.8709332,49.0473036,"12673 24A AVE",1,"12673 24A AVE Surrey"
"14697",-122.8713151,49.117521,"12677 63RD AVE",1,"12677 63RD AVE Surrey"
"14698",-122.8711354,49.1824678,"12679 99 AVE",1,"12679 99 AVE Surrey"
"14699",-122.8706108,49.0293296,"12681 14B AVE",1,"12681 14B AVE Surrey"
"14700",-122.8711467,49.2026528,"12685 110TH AVE",1,"12685 110TH AVE Surrey"
"14701",-122.8710491,49.128421,"12689 69TH AVE",1,"12689 69TH AVE Surrey"
"14702",-122.8710113,49.2017831,"126A ST / 110A AVE",1,"126A ST / 110A AVE Surrey"
"14703",-122.8708409,49.2070001,"126A ST / 112A AVE",1,"126A ST / 112A AVE Surrey"
"14704",-122.8708779,49.2080797,"126A ST / 113TH AVE",1,"126A ST / 113TH AVE Surrey"
"14705",-122.870846,49.2134956,"126A ST / 116TH AVE",1,"126A ST / 116TH AVE Surrey"
"14706",-122.8723199,49.1154936,"126A ST / 62ND AVE",1,"126A ST / 62ND AVE Surrey"
"14707",-122.8722819,49.1306803,"126A ST / 70A AVE",1,"126A ST / 70A AVE Surrey"
"14708",-122.8722027,49.144645,"126A ST / 78TH AVE",1,"126A ST / 78TH AVE Surrey"
"14709",-122.8722552,49.1735562,"126A ST / 94TH AVE",1,"126A ST / 94TH AVE Surrey"
"14710",-122.8727127,49.1880828,"126TH ST / 102ND AVE",1,"126TH ST / 102ND AVE Surrey"
"14711",-122.87314,49.049729,"126TH ST / 26TH AVE",1,"126TH ST / 26TH AVE Surrey"
"14712",-122.8731,49.051728,"126TH ST / 27TH AVE",1,"126TH ST / 27TH AVE Surrey"
"14713",-122.8735611,49.1082277,"126TH ST / 58TH AVE",1,"126TH ST / 58TH AVE Surrey"
"14714",-122.8735243,49.1135581,"126TH ST / 61ST AVE",1,"126TH ST / 61ST AVE Surrey"
"14715",-122.8734536,49.1155025,"126TH ST / 62ND AVE",1,"126TH ST / 62ND AVE Surrey"
"14716",-122.8733894,49.1290772,"126TH ST / 69A AVE",1,"126TH ST / 69A AVE Surrey"
"14717",-122.87347,49.132287,"126TH ST / 71ST AVE",1,"126TH ST / 71ST AVE Surrey"
"14718",-122.8724876,49.0366856,"126TH ST / 89B AVE",1,"126TH ST / 89B AVE Surrey"
"14719",-122.8736459,49.168233,"126TH ST / 91ST AVE",1,"126TH ST / 91ST AVE Surrey"
"14720",-122.873663,49.171745,"126TH ST / 93RD AVE",1,"126TH ST / 93RD AVE Surrey"
"14721",-122.8736606,49.1744752,"126TH ST / 94A AVE",1,"126TH ST / 94A AVE Surrey"
"14722",-122.873654,49.173547,"126TH ST / 94TH AVE",1,"126TH ST / 94TH AVE Surrey"
"14723",-122.87344,49.1789695,"126TH ST / 97TH AVE",1,"126TH ST / 97TH AVE Surrey"
"14724",-122.8722417,49.2026373,"12700  110TH AVE",1,"12700  110TH AVE Surrey"
"14725",-122.8715294,49.118959,"12700  64TH AVE",1,"12700  64TH AVE Surrey"
"14726",-122.8705371,49.1264651,"12700  68TH AVE",1,"12700  68TH AVE Surrey"
"14727",-122.867925,49.1338237,"12700  72ND AVE",1,"12700  72ND AVE Surrey"
"14728",-122.8707863,49.1482135,"12700  80TH AVE",1,"12700  80TH AVE Surrey"
"14729",-122.7755872,49.0272472,"12700 14TH AVE",1,"12700 14TH AVE Surrey"
"14730",-122.8705675,49.1042518,"12700 56TH AVE",1,"12700 56TH AVE Surrey"
"14731",-122.8722417,49.2026373,"12700 BLOCK 110TH AVE",1,"12700 BLOCK 110TH AVE Surrey"
"14732",-122.8707075,49.100532,"12700 BLOCK 54TH AVE",1,"12700 BLOCK 54TH AVE Surrey"
"14733",-122.8703764,49.1132449,"12700 BLOCK 61ST AVE",1,"12700 BLOCK 61ST AVE Surrey"
"14734",-122.8715294,49.118959,"12700 BLOCK 64TH AVE",1,"12700 BLOCK 64TH AVE Surrey"
"14735",-122.8707863,49.1482135,"12700 BLOCK 80TH AVE",1,"12700 BLOCK 80TH AVE Surrey"
"14736",-122.8708109,49.1514975,"12700 BLOCK 82ND AVE",1,"12700 BLOCK 82ND AVE Surrey"
"14737",-122.870962,49.18224,"12700 BLOCK 99TH AVE",1,"12700 BLOCK 99TH AVE Surrey"
"14738",-122.8674175,49.2062626,"12700 BLOCK KING GEORGE BLVD",1,"12700 BLOCK KING GEORGE BLVD Surrey"
"14739",-122.8977517,49.1748744,"12700 ST / 95TH AVE",1,"12700 ST / 95TH AVE Surrey"
"14740",-122.8706895,49.0415441,"12704 21A AVE",1,"12704 21A AVE Surrey"
"14741",-122.87019,49.1200775,"12711 64TH AVE",1,"12711 64TH AVE Surrey"
"14742",-122.8695364,49.2047949,"12716 KING GEORGE BLVD",1,"12716 KING GEORGE BLVD Surrey"
"14743",-122.8701941,49.1300445,"12721 70TH AVE",1,"12721 70TH AVE Surrey"
"14744",-122.869875,49.182358,"12725 99TH AVE",1,"12725 99TH AVE Surrey"
"14745",-122.8699976,49.1219144,"12730 66TH AVE",1,"12730 66TH AVE Surrey"
"14746",-122.8698117,49.2055558,"12742 KING GEORGE BLVD",1,"12742 KING GEORGE BLVD Surrey"
"14747",-122.8697634,49.1459521,"12745 78 AVE",1,"12745 78 AVE Surrey"
"14748",-122.8697634,49.1459521,"12745 78TH AVE",1,"12745 78TH AVE Surrey"
"14749",-122.8680115,49.2049915,"12764 111A AVE",1,"12764 111A AVE Surrey"
"14750",-122.8688051,49.1782988,"12769 96A AVE",1,"12769 96A AVE Surrey"
"14751",-122.8685975,49.1227162,"12778 66TH AVE",1,"12778 66TH AVE Surrey"
"14752",-122.8684375,49.1708028,"12785 CAMPBELL PL",1,"12785 CAMPBELL PL Surrey"
"14753",-122.868188,49.194346,"12788 105A AVE",1,"12788 105A AVE Surrey"
"14754",-122.8677804,49.0520345,"12790 27A AVE",1,"12790 27A AVE Surrey"
"14755",-122.8695172,49.124299,"127A ST / 103RD AVE",1,"127A ST / 103RD AVE Surrey"
"14756",-122.869123,49.1970868,"127A ST / 105A AVE",1,"127A ST / 105A AVE Surrey"
"14757",-122.8692501,49.1957697,"127A ST / 106A AVE",1,"127A ST / 106A AVE Surrey"
"14758",-122.8691639,49.198095,"127A ST / 107A AVE",1,"127A ST / 107A AVE Surrey"
"14759",-122.869344,49.048094,"127A ST / 25TH AVE",1,"127A ST / 25TH AVE Surrey"
"14760",-122.8693634,49.1045441,"127A ST / 56TH AVE",1,"127A ST / 56TH AVE Surrey"
"14761",-122.8695493,49.1275538,"127A ST / 68A AVE",1,"127A ST / 68A AVE Surrey"
"14762",-122.8698626,49.1717543,"127A ST / 93RD AVE",1,"127A ST / 93RD AVE Surrey"
"14763",-122.8696292,49.0944399,"127A ST / COLEBROOK RD",1,"127A ST / COLEBROOK RD Surrey"
"14764",-122.868544,49.189806,"127B ST / 103RD AVE",1,"127B ST / 103RD AVE Surrey"
"14765",-122.8713221,49.1880479,"127TH ST / 102ND AVE",1,"127TH ST / 102ND AVE Surrey"
"14766",-122.8712561,49.1898536,"127TH ST / 103RD AVE",1,"127TH ST / 103RD AVE Surrey"
"14767",-122.8708959,49.1925015,"127TH ST / 104A AVE",1,"127TH ST / 104A AVE Surrey"
