"","lon","lat"
"864",-122.759573,49.202078
"865",-122.8624334,49.1626117
"866",-122.8596381,49.1951839
"867",-122.859565,49.1548973
"868",-122.8563913,49.1930644
"869",-122.8515474,49.1568066
"870",-122.8511636,49.1337082
"871",-122.8482039,49.1931513
"872",-122.8259506,49.1345034
"873",-122.8210492,49.1552869
"874",-122.8122448,49.1118058
"875",-122.8035178,49.1225369
"876",-122.7981226,49.1870222
"877",-122.7902652,49.161665
"878",-122.7264125,49.1037221
"879",-122.7041884,49.1766108
"880",-122.6853912,49.1217922
"881",-122.8012201,49.0420138
"882",-122.7828086,49.0456088
"883",-122.7336798,49.1041417
"884",-122.8873855,49.1211175
"885",-122.8567769,49.1417379
"886",-122.867906,49.1482199
